date,USD,GBP,EUR
2024-10-31,0.00028852626964673175,0.00021210413036697667,0.0002535643080330927
2024-10-30,0.00028266349219286155,0.00021320806200791822,0.0002592249216606403
2024-10-29,0.00027557854846548934,0.00021999957913743857,0.0002577005110865236
2024-10-28,0.00028939025364748615,0.00021570762567426325,0.0002537441500731119
2024-10-27,0.00027323347742470486,0.00022495871880049895,0.00025145376798506915
2024-10-26,0.0002815183454023421,0.00022134131180316232,0.0002599591718829417
2024-10-25,0.0002779830003583288,0.0002152327032766141,0.00026460546413520716
2024-10-24,0.00027954455531384705,0.00021786457041502927,0.00025857089981861893
2024-10-23,0.0002847923240074718,0.00021709498291320821,0.00025911976385536566
2024-10-22,0.00028545691560041874,0.00021487267882287927,0.0002519790466512323
2024-10-21,0.0002794078986023523,0.0002148841017108373,0.00025077224853559436
2024-10-20,0.0002714570617556278,0.00021736133278804778,0.0002665919362810948
2024-10-19,0.0002745886784236952,0.00022117600293106396,0.00026235307337354807
2024-10-18,0.0002707463296447576,0.00021580248106004295,0.00025561949577971205
2024-10-17,0.00027813492855348636,0.00022300586721640548,0.00026327542649968316
2024-10-16,0.00028698385564972966,0.00022061893308255809,0.0002514401852105233
2024-10-15,0.00027972096749016395,0.00021127620907468951,0.0002566821842545008
2024-10-14,0.0002746150200285128,0.00021191347961639571,0.00025969869270003415
2024-10-13,0.00028758014005317095,0.00021232557760212848,0.0002652555202911922
2024-10-12,0.0002880923757937646,0.0002108185534154736,0.00026448278587299447
2024-10-11,0.00028814900926259137,0.0002215820498833382,0.0002551839590937389
2024-10-10,0.00028117555237528163,0.00021025156248760177,0.0002602475837478996
2024-10-09,0.0002785700296508887,0.00021349069289463115,0.0002520288998363194
2024-10-08,0.0002809092793325099,0.00021729604776847157,0.00026149130071066934
2024-10-07,0.00027136924625233464,0.00021935906866989103,0.0002621965977847786
2024-10-06,0.00027547594518287886,0.00021033046508853884,0.00025410654951395586
2024-10-05,0.00028004546833322933,0.00021161757051897277,0.00026053662579923867
2024-10-04,0.00028081644452148524,0.00021803727802435172,0.00026559745506925535
2024-10-03,0.0002797254996110914,0.0002227841398284004,0.00026117860299902553
2024-10-02,0.00028056785827375546,0.00021811755590475505,0.0002559516748157825
